-90,-180,329740.0
-90,-170,329740.0
-90,-160,329740.0
-90,-150,329740.0
-90,-140,329740.0
-90,-130,329740.0
-90,-120,329740.0
-90,-110,329740.0
-90,-100,329740.0
-90,-90,329740.0
-90,-80,329740.0
-90,-70,329740.0
-90,-60,329740.0
-90,-50,329740.0
-90,-40,329740.0
-90,-30,329740.0
-90,-20,329740.0
-90,-10,329740.0
-90,0,329740.0
-90,10,329740.0
-90,20,329740.0
-90,30,329740.0
-90,40,329740.0
-90,50,329740.0
-90,60,329740.0
-90,70,329740.0
-90,80,329740.0
-90,90,329740.0
-90,100,329740.0
-90,110,329740.0
-90,120,329740.0
-90,130,329740.0
-90,140,329740.0
-90,150,329740.0
-90,160,329740.0
-90,170,329740.0
-90,180,329740.0
-80,-180,308250.0
-80,-170,308510.0
-80,-160,308820.0
-80,-150,309130.0
-80,-140,309420.0
-80,-130,309690.0
-80,-120,309990.0
-80,-110,329420.0
-80,-100,329160.0
-80,-90,328860.0
-80,-80,328560.0
-80,-70,328230.0
-80,-60,327940.0
-80,-50,327650.0
-80,-40,327430.0
-80,-30,327140.0
-80,-20,327160.0
-80,-10,327120.0
-80,0,327110.0
-80,10,327130.0
-80,20,327130.0
-80,30,327100.0
-80,40,327160.0
-80,50,327130.0
-80,60,327140.0
-80,70,327330.0
-80,80,327630.0
-80,90,327900.0
-80,100,328190.0
-80,110,328520.0
-80,120,328840.0
-80,130,329120.0
-80,140,329380.0
-80,150,307590.0
-80,160,307770.0
-80,170,308000.0
-80,180,308250.0
-70,-180,303120.0
-70,-170,303720.0
-70,-160,304290.0
-70,-150,304970.0
-70,-140,305590.0
-70,-130,306130.0
-70,-120,306710.0
-70,-110,307200.0
-70,-100,307610.0
-70,-90,324960.0
-70,-80,324360.0
-70,-70,323700.0
-70,-60,323050.0
-70,-50,322860.0
-70,-40,322880.0
-70,-30,322870.0
-70,-20,322870.0
-70,-10,322830.0
-70,0,322860.0
-70,10,322850.0
-70,20,322860.0
-70,30,322880.0
-70,40,322860.0
-70,50,322900.0
-70,60,322870.0
-70,70,322870.0
-70,80,322860.0
-70,90,323040.0
-70,100,323640.0
-70,110,324250.0
-70,120,324890.0
-70,130,301440.0
-70,140,301570.0
-70,150,301810.0
-70,160,302170.0
-70,170,302640.0
-70,180,303120.0
-60,-180,293350.0
-60,-170,294290.0
-60,-160,295290.0
-60,-150,296280.0
-60,-140,297240.0
-60,-130,298130.0
-60,-120,298900.0
-60,-110,299620.0
-60,-100,300240.0
-60,-90,300750.0
-60,-80,315390.0
-60,-70,314300.0
-60,-60,313950.0
-60,-50,313970.0
-60,-40,313960.0
-60,-30,313970.0
-60,-20,313990.0
-60,-10,313970.0
-60,0,313970.0
-60,10,313990.0
-60,20,313930.0
-60,30,313950.0
-60,40,313980.0
-60,50,313980.0
-60,60,313980.0
-60,70,313980.0
-60,80,313970.0
-60,90,313980.0
-60,100,314260.0
-60,110,315240.0
-60,120,316210.0
-60,130,290820.0
-60,140,291020.0
-60,150,291390.0
-60,160,291900.0
-60,170,292550.0
-60,180,293350.0
-50,-180,269220.0
-50,-170,267840.0
-50,-160,271960.0
-50,-150,271580.0
-50,-140,274680.0
-50,-130,274630.0
-50,-120,276750.0
-50,-110,276950.0
-50,-100,278220.0
-50,-90,278760.0
-50,-80,291270.0
-50,-70,290400.0
-50,-60,289730.0
-50,-50,290560.0
-50,-40,289280.0
-50,-30,290670.0
-50,-20,288680.0
-50,-10,290750.0
-50,0,287460.0
-50,10,290720.0
-50,20,288500.0
-50,30,290690.0
-50,40,289170.0
-50,50,290580.0
-50,60,289650.0
-50,70,290440.0
-50,80,290000.0
-50,90,290190.0
-50,100,290270.0
-50,110,290850.0
-50,120,265500.0
-50,130,264610.0
-50,140,266010.0
-50,150,264810.0
-50,160,267230.0
-50,170,265610.0
-50,180,269220.0
-40,-180,260730.0
-40,-170,258140.0
-40,-160,264550.0
-40,-150,262170.0
-40,-140,268140.0
-40,-130,265980.0
-40,-120,270450.0
-40,-110,269890.0
-40,-100,272050.0
-40,-90,272600.0
-40,-80,282480.0
-40,-70,282560.0
-40,-60,280830.0
-40,-50,282920.0
-40,-40,278790.0
-40,-30,283160.0
-40,-20,278850.0
-40,-10,283250.0
-40,0,278920.0
-40,10,283290.0
-40,20,278860.0
-40,30,283170.0
-40,40,278800.0
-40,50,282960.0
-40,60,280570.0
-40,70,282620.0
-40,80,281660.0
-40,90,282130.0
-40,100,282300.0
-40,110,281860.0
-40,120,255960.0
-40,130,253330.0
-40,140,256710.0
-40,150,253060.0
-40,160,258210.0
-40,170,254920.0
-40,180,260730.0
-30,-180,258020.0
-30,-170,265290.0
-30,-160,263400.0
-30,-150,270980.0
-30,-140,268090.0
-30,-130,274240.0
-30,-120,270750.0
-30,-110,276140.0
-30,-100,275760.0
-30,-90,277850.0
-30,-80,285340.0
-30,-70,283800.0
-30,-60,285970.0
-30,-50,281610.0
-30,-40,286410.0
-30,-30,281770.0
-30,-20,286670.0
-30,-10,281810.0
-30,0,286760.0
-30,10,281820.0
-30,20,286700.0
-30,30,281770.0
-30,40,286470.0
-30,50,281640.0
-30,60,286060.0
-30,70,283470.0
-30,80,285470.0
-30,90,284900.0
-30,100,284530.0
-30,110,285700.0
-30,120,253710.0
-30,130,257640.0
-30,140,253550.0
-30,150,259070.0
-30,160,255150.0
-30,170,261270.0
-30,180,258020.0
-20,-180,272610.0
-20,-170,270330.0
-20,-160,280340.0
-20,-150,280620.0
-20,-140,285880.0
-20,-130,285340.0
-20,-120,288460.0
-20,-110,288580.0
-20,-100,290750.0
-20,-90,292480.0
-20,-80,296900.0
-20,-70,297420.0
-20,-60,296300.0
-20,-50,297680.0
-20,-40,295430.0
-20,-30,297790.0
-20,-20,294120.0
-20,-10,297920.0
-20,0,291270.0
-20,10,297880.0
-20,20,293810.0
-20,30,297840.0
-20,40,295240.0
-20,50,297720.0
-20,60,296160.0
-20,70,297470.0
-20,80,296830.0
-20,90,297140.0
-20,100,297270.0
-20,110,296640.0
-20,120,299690.0
-20,130,265270.0
-20,140,267760.0
-20,150,265590.0
-20,160,269570.0
-20,170,266070.0
-20,180,272610.0
-10,-180,288550.0
-10,-170,295720.0
-10,-160,300600.0
-10,-150,307670.0
-10,-140,305800.0
-10,-130,310280.0
-10,-120,308590.0
-10,-110,310350.0
-10,-100,311920.0
-10,-90,318820.0
-10,-80,316170.0
-10,-70,316250.0
-10,-60,318480.0
-10,-50,315920.0
-10,-40,319120.0
-10,-30,315730.0
-10,-20,319490.0
-10,-10,315610.0
-10,0,319610.0
-10,10,315590.0
-10,20,319530.0
-10,30,315700.0
-10,40,319200.0
-10,50,315920.0
-10,60,318610.0
-10,70,316230.0
-10,80,315300.0
-10,90,316490.0
-10,100,316430.0
-10,110,315950.0
-10,120,316330.0
-10,130,285900.0
-10,140,283830.0
-10,150,288290.0
-10,160,285620.0
-10,170,290810.0
-10,180,288550.0
0,-180,296740.0
0,-170,299430.0
0,-160,314440.0
0,-150,316190.0
0,-140,317300.0
0,-130,315470.0
0,-120,313370.0
0,-110,310550.0
0,-100,312430.0
0,-90,314680.0
0,-80,314690.0
0,-70,314850.0
0,-60,317710.0
0,-50,321430.0
0,-40,325210.0
0,-30,325450.0
0,-20,325590.0
0,-10,325700.0
0,0,325680.0
0,10,325680.0
0,20,325600.0
0,30,325500.0
0,40,325280.0
0,50,322590.0
0,60,318880.0
0,70,314860.0
0,80,314750.0
0,90,314690.0
0,100,314720.0
0,110,314810.0
0,120,317960.0
0,130,285550.0
0,140,291130.0
0,150,292540.0
0,160,293830.0
0,170,295130.0
0,180,296740.0
10,-180,288780.0
10,-170,306220.0
10,-160,311600.0
10,-150,308680.0
10,-140,313210.0
10,-130,310800.0
10,-120,314730.0
10,-110,313720.0
10,-100,314860.0
10,-90,316430.0
10,-80,316470.0
10,-70,315950.0
10,-60,316120.0
10,-50,318930.0
10,-40,315830.0
10,-30,319430.0
10,-20,315680.0
10,-10,319650.0
10,0,315600.0
10,10,319670.0
10,20,315660.0
10,30,319480.0
10,40,315790.0
10,50,319030.0
10,60,316060.0
10,70,316570.0
10,80,316390.0
10,90,316450.0
10,100,316010.0
10,110,316280.0
10,120,318600.0
10,130,315720.0
10,140,282930.0
10,150,280970.0
10,160,286070.0
10,170,283350.0
10,180,288780.0
20,-180,284680.0
20,-170,292000.0
20,-160,288410.0
20,-150,293000.0
20,-140,291100.0
20,-130,294420.0
20,-120,294010.0
20,-110,296810.0
20,-100,296920.0
20,-90,297190.0
20,-80,297380.0
20,-70,296720.0
20,-60,297680.0
20,-50,295960.0
20,-40,297860.0
20,-30,294880.0
20,-20,297960.0
20,-10,293160.0
20,0,297990.0
20,10,292780.0
20,20,297960.0
20,30,294700.0
20,40,297870.0
20,50,295860.0
20,60,297700.0
20,70,296610.0
20,80,297430.0
20,90,297170.0
20,100,296980.0
20,110,297550.0
20,120,296380.0
20,130,297770.0
20,140,294330.0
20,150,294100.0
20,160,288520.0
20,170,291700.0
20,180,284680.0
30,-180,283480.0
30,-170,278460.0
30,-160,283440.0
30,-150,278920.0
30,-140,284140.0
30,-130,280110.0
30,-120,285580.0
30,-110,283600.0
30,-100,285600.0
30,-90,285040.0
30,-80,284610.0
30,-70,285860.0
30,-60,282500.0
30,-50,286370.0
30,-40,281840.0
30,-30,286710.0
30,-20,281940.0
30,-10,286870.0
30,0,281950.0
30,10,286880.0
30,20,281930.0
30,30,286740.0
30,40,281860.0
30,50,286460.0
30,60,281710.0
30,70,285920.0
30,80,284460.0
30,90,285170.0
30,100,285470.0
30,110,283900.0
30,120,286170.0
30,130,281760.0
30,140,286560.0
30,150,281120.0
30,160,284680.0
30,170,278980.0
30,180,283480.0
40,-180,277820.0
40,-170,282010.0
40,-160,277630.0
40,-150,282200.0
40,-140,278250.0
40,-130,283100.0
40,-120,280790.0
40,-110,282810.0
40,-100,281850.0
40,-90,282280.0
40,-80,282480.0
40,-70,281530.0
40,-60,282940.0
40,-50,280150.0
40,-40,283220.0
40,-30,278980.0
40,-20,283410.0
40,-10,279080.0
40,0,283470.0
40,10,279040.0
40,20,283440.0
40,30,278990.0
40,40,283290.0
40,50,279770.0
40,60,283020.0
40,70,281410.0
40,80,282560.0
40,90,282200.0
40,100,281960.0
40,110,282740.0
40,120,280980.0
40,130,283110.0
40,140,278950.0
40,150,283340.0
40,160,279010.0
40,170,282680.0
40,180,277820.0
50,-180,287660.0
50,-170,290970.0
50,-160,288790.0
50,-150,290890.0
50,-140,289450.0
50,-130,290800.0
50,-120,289890.0
50,-110,290640.0
50,-100,290240.0
50,-90,290420.0
50,-80,290530.0
50,-70,290120.0
50,-60,290710.0
50,-50,289720.0
50,-40,290850.0
50,-30,289230.0
50,-20,290960.0
50,-10,288460.0
50,0,290990.0
50,10,288290.0
50,20,290930.0
50,30,289140.0
50,40,290850.0
50,50,289640.0
50,60,290730.0
50,70,290060.0
50,80,290550.0
50,90,290380.0
50,100,290270.0
50,110,290580.0
50,120,289940.0
50,130,290770.0
50,140,289500.0
50,150,290910.0
50,160,288870.0
50,170,290970.0
50,180,287660.0
60,-180,314230.0
60,-170,314240.0
60,-160,314270.0
60,-150,314250.0
60,-140,314250.0
60,-130,314210.0
60,-120,314220.0
60,-110,314210.0
60,-100,314210.0
60,-90,314220.0
60,-80,314220.0
60,-70,314240.0
60,-60,314240.0
60,-50,314230.0
60,-40,314250.0
60,-30,314230.0
60,-20,314220.0
60,-10,314250.0
60,0,314250.0
60,10,314200.0
60,20,314230.0
60,30,314240.0
60,40,314210.0
60,50,314290.0
60,60,314250.0
60,70,314260.0
60,80,314260.0
60,90,314230.0
60,100,314250.0
60,110,314260.0
60,120,314260.0
60,130,314240.0
60,140,314230.0
60,150,314200.0
60,160,314240.0
60,170,314220.0
60,180,314230.0
70,-180,323130.0
70,-170,323170.0
70,-160,323120.0
70,-150,323160.0
70,-140,323140.0
70,-130,323150.0
70,-120,323190.0
70,-110,323170.0
70,-100,323160.0
70,-90,323170.0
70,-80,323150.0
70,-70,323130.0
70,-60,323180.0
70,-50,323170.0
70,-40,323160.0
70,-30,323140.0
70,-20,323120.0
70,-10,323150.0
70,0,323180.0
70,10,323160.0
70,20,323190.0
70,30,323140.0
70,40,323170.0
70,50,323160.0
70,60,323140.0
70,70,323140.0
70,80,323170.0
70,90,323150.0
70,100,323170.0
70,110,323150.0
70,120,323160.0
70,130,323170.0
70,140,323160.0
70,150,323140.0
70,160,323140.0
70,170,323160.0
70,180,323130.0
80,-180,327420.0
80,-170,327430.0
80,-160,327400.0
80,-150,327410.0
80,-140,327430.0
80,-130,327420.0
80,-120,327420.0
80,-110,327430.0
80,-100,327430.0
80,-90,327410.0
80,-80,327410.0
80,-70,327440.0
80,-60,327430.0
80,-50,327420.0
80,-40,327400.0
80,-30,327420.0
80,-20,327410.0
80,-10,327440.0
80,0,327440.0
80,10,327430.0
80,20,327410.0
80,30,327430.0
80,40,327410.0
80,50,327410.0
80,60,327400.0
80,70,327410.0
80,80,327440.0
80,90,327410.0
80,100,327450.0
80,110,327480.0
80,120,327440.0
80,130,327420.0
80,140,327440.0
80,150,327420.0
80,160,327450.0
80,170,327410.0
80,180,327420.0
90,-180,328720.0
90,-170,328720.0
90,-160,328720.0
90,-150,328720.0
90,-140,328720.0
90,-130,328720.0
90,-120,328720.0
90,-110,328720.0
90,-100,328720.0
90,-90,328720.0
90,-80,328720.0
90,-70,328720.0
90,-60,328720.0
90,-50,328720.0
90,-40,328720.0
90,-30,328720.0
90,-20,328720.0
90,-10,328720.0
90,0,328720.0
90,10,328720.0
90,20,328720.0
90,30,328720.0
90,40,328720.0
90,50,328720.0
90,60,328720.0
90,70,328720.0
90,80,328720.0
90,90,328720.0
90,100,328720.0
90,110,328720.0
90,120,328720.0
90,130,328720.0
90,140,328720.0
90,150,328720.0
90,160,328720.0
90,170,328720.0
90,180,328720.0
